lex,sent,Labels
tax,357,12
freeze,357,85
0,358,85
0,358,85
strengthening,358,85
0,358,85
0,358,85
0,358,85
0,359,85
0,359,85
strengthening,359,85
0,359,85
government,359,13
strengthening,359,85
0,360,85
0,360,85
country,360,85
0,360,85
stable,360,85
country,360,85
government,361,13
0,361,85
like,361,85
0,361,85
0,361,85
0,361,85
Democracy,362,13
0,362,85
Strengthened,362,85
0,362,85
by,362,85
Light,362,85
0,363,85
democracy,363,13
consolidating,363,85
0,363,85
0,363,85
0,363,85
0,364,85
democracy,364,13
strengthening,364,85
0,364,85
0,364,85
0,364,85
0,365,85
0,365,85
resiliency,365,85
0,365,85
0,365,85
0,365,85
0,366,85
law,366,13
strengthen,366,85
0,366,85
0,366,85
0,366,85
Switzerland,367,85
control,367,13
MUCH,367,85
0,367,85
0,367,85
0,367,85
Government,368,13
commitment,368,85
strengthen,368,85
0,368,85
below,368,85
level,368,85
Government,369,13
commitment,369,85
strengthen,369,85
0,369,85
to,369,85
nine,369,85
0,370,85
0,370,85
powerhouse,370,85
0,370,85
prosperous,370,13
powerhouse,370,85
Government,371,13
commitment,371,85
strengthen,371,85
0,371,85
0,371,85
0,371,85
Government,372,13
commitment,372,85
strengthen,372,85
0,372,85
During,372,85
emission,372,85
0,373,85
0,373,85
country,373,85
0,373,85
Shiite,373,85
country,373,85
0,374,85
0,374,85
country,374,85
0,374,85
along,374,85
border,374,85
that,375,85
control,375,13
have,375,85
0,375,85
0,375,85
0,375,85
0,376,85
process,376,13
strengthen,376,85
0,376,85
0,376,85
0,376,85
0,377,85
0,377,85
strength,377,85
0,377,85
0,377,85
0,377,85
0,378,85
democracy,378,13
bolstering,378,85
0,378,85
0,378,85
0,378,85
0,379,85
0,379,85
strength,379,85
0,379,85
0,379,85
0,379,85
0,380,85
0,380,85
strength,380,85
0,380,85
voting,380,13
strength,380,85
0,381,85
0,381,85
resiliency,381,85
0,381,85
of,381,85
challenge,381,85
0,382,85
0,382,85
resiliency,382,85
0,382,85
in,382,85
1980s,382,85
government,383,13
0,383,85
stable,383,85
0,383,85
0,383,85
0,383,85
0,384,85
democracy,384,13
strengthen,384,85
0,384,85
0,384,85
0,384,85
0,385,85
0,385,85
dexterity,385,85
0,385,85
diplomatic,385,13
dexterity,385,85
Inequality,386,14
World,386,85
Wrecking,386,85
0,386,85
0,386,85
0,386,85
0,387,85
0,387,85
block,387,85
0,387,85
for,387,85
democracy,387,14
0,388,85
0,388,85
threshold,388,85
0,388,85
of,388,85
election,388,14
0,389,85
democracy,389,14
construct,389,85
0,389,85
0,389,85
0,389,85
0,390,85
0,390,85
structure,390,85
0,390,85
0,390,85
0,390,85
0,391,85
0,391,85
support,391,85
0,391,85
administrative,391,14
support,391,85
0,392,85
0,392,85
support,392,85
0,392,85
0,392,85
0,392,85
0,393,85
0,393,85
pillar,393,85
0,393,85
of,393,85
poverty,393,14
0,394,85
0,394,85
people,394,85
0,394,85
0,394,85
0,394,85
0,395,85
0,395,85
propping,395,85
0,395,85
government,395,14
propping,395,85
government,396,14
0,396,85
institution,396,85
0,396,85
For,396,85
people,396,85
0,397,85
0,397,85
home,397,85
0,397,85
0,397,85
0,397,85
0,398,85
0,398,85
structure,398,85
0,398,85
self-government,398,14
structure,398,85
0,399,85
0,399,85
demolition,399,85
0,399,85
0,399,85
0,399,85
0,400,85
0,400,85
support,400,85
0,400,85
for,400,85
regulation,400,14
0,401,85
0,401,85
base,401,85
0,401,85
long-term,401,85
base,401,85
government,402,14
0,402,85
founded,402,85
0,402,85
on,402,85
principle,402,85
0,403,85
0,403,85
base,403,85
0,403,85
0,403,85
0,403,85
0,404,85
0,404,85
blueprint,404,85
0,404,85
0,404,85
0,404,85
democracy,405,14
capital,405,85
underpins,405,85
0,405,85
to,405,85
shock,405,85
democracy,406,14
itself,406,85
installs,406,85
0,406,85
0,406,85
0,406,85
0,407,85
tariff,407,14
erecting,407,85
0,407,85
0,407,85
0,407,85
It,408,85
0,408,85
foundational,408,85
0,408,85
0,408,85
0,408,85
0,409,85
0,409,85
threshold,409,85
0,409,85
poverty,409,14
threshold,409,85
0,410,85
0,410,85
propping,410,85
0,410,85
0,410,85
0,410,85
0,411,85
0,411,85
threshold,411,85
0,411,85
0,411,85
0,411,85
0,412,85
0,412,85
underpins,412,85
0,412,85
0,412,85
0,412,85
0,413,85
0,413,85
shelter,413,85
0,413,85
tax,413,14
shelter,413,85
0,414,85
political,414,14
seeking,414,85
0,414,85
0,414,85
0,414,85
tax,415,14
Government,415,85
support,415,85
0,415,85
0,415,85
0,415,85
0,416,85
0,416,85
tax,416,85
0,416,85
tax,416,14
tax,416,85
0,417,85
0,417,85
Anglo-American,417,85
0,417,85
0,417,85
0,417,85
0,418,85
0,418,85
structure,418,85
0,418,85
tax,418,14
structure,418,85
0,419,85
0,419,85
home,419,85
0,419,85
of,419,85
people,419,14
0,420,85
0,420,85
institution,420,85
0,420,85
0,420,85
0,420,85
0,421,85
0,421,85
institution,421,85
0,421,85
of,421,85
democracy,421,14
0,422,85
caucus,422,14
set,422,85
0,422,85
0,422,85
0,422,85
Legislature,423,14
0,423,85
bulldozed,423,85
0,423,85
0,423,85
0,423,85
0,424,85
0,424,85
block,424,85
0,424,85
0,424,85
0,424,85
0,425,85
0,425,85
tax,425,85
0,425,85
0,425,85
0,425,85
0,426,85
0,426,85
framework,426,85
0,426,85
0,426,85
0,426,85
control,427,14
0,427,85
creates,427,85
0,427,85
of,427,85
air,427,85
0,428,85
0,428,85
architecture,428,85
0,428,85
0,428,85
0,428,85
control,429,14
0,429,85
creates,429,85
0,429,85
0,429,85
0,429,85
0,430,85
0,430,85
blueprint,430,85
0,430,85
of,430,85
Constitution,430,14
0,431,85
0,431,85
structure,431,85
0,431,85
tax,431,14
structure,431,85
democracy,432,14
capital,432,85
underpins,432,85
0,432,85
0,432,85
0,432,85
you,433,85
0,433,85
support,433,85
0,433,85
0,433,85
0,433,85
money,434,14
0,434,85
build,434,85
0,434,85
0,434,85
0,434,85
0,435,85
0,435,85
architecture,435,85
0,435,85
of,435,85
democracy,435,14
0,436,85
0,436,85
structure,436,85
0,436,85
heavy,436,85
structure,436,85
0,437,85
0,437,85
structure,437,85
0,437,85
0,437,85
0,437,85
0,438,85
0,438,85
structure,438,85
0,438,85
0,438,85
0,438,85
tax,439,14
church,439,85
support,439,85
0,439,85
0,439,85
0,439,85
0,440,85
0,440,85
system,440,85
0,440,85
tax,440,14
system,440,85
Legislature,441,14
0,441,85
bulldozed,441,85
0,441,85
to,441,85
scheme,441,85
government,442,14
0,442,85
institution,442,85
0,442,85
0,442,85
0,442,85
0,443,85
0,443,85
underpins,443,85
0,443,85
democracy,443,14
underpins,443,85
0,444,85
0,444,85
framework,444,85
0,444,85
of,444,85
suffrage,444,14
0,445,85
0,445,85
support,445,85
0,445,85
strong,445,85
support,445,85
It,446,85
0,446,85
foundational,446,85
0,446,85
to,446,85
democracy,446,14
0,447,85
0,447,85
shelter,447,85
0,447,85
0,447,85
0,447,85
Democracy,448,14
Secretary,448,85
supporting,448,85
0,448,85
0,448,85
0,448,85
0,449,85
control,449,14
create,449,85
0,449,85
0,449,85
0,449,85
which,450,85
0,450,85
supported,450,85
0,450,85
0,450,85
0,450,85
0,451,85
election,451,14
frame,451,85
0,451,85
a,451,85
choice,451,85
0,452,85
election,452,14
frame,452,85
0,452,85
0,452,85
0,452,85
government,453,14
0,453,85
institution,453,85
0,453,85
distant,453,85
institution,453,85
poverty,454,14
0,454,85
creates,454,85
0,454,85
0,454,85
0,454,85
0,455,85
0,455,85
mainstay,455,85
0,455,85
0,455,85
0,455,85
0,456,85
0,456,85
people,456,85
0,456,85
democracy,456,14
people,456,85
people,457,85
wealth,457,14
built,457,85
0,457,85
0,457,85
0,457,85
0,458,85
democracy,458,14
underly,458,85
0,458,85
0,458,85
0,458,85
0,459,85
0,459,85
threshold,459,85
0,459,85
of,459,85
Nigeria,459,85
I,460,85
right,460,14
support,460,85
0,460,85
0,460,85
0,460,85
Foundation,461,85
0,461,85
What,461,85
0,461,85
0,461,85
0,461,85
0,462,85
0,462,85
structure,462,85
0,462,85
centralised,462,85
structure,462,85
0,463,85
0,463,85
support,463,85
0,463,85
0,463,85
0,463,85
0,464,85
democracy,464,14
created,464,85
0,464,85
0,464,85
0,464,85
0,465,85
0,465,85
structure,465,85
0,465,85
0,465,85
0,465,85
0,466,85
tax,466,14
structure,466,85
0,466,85
in,466,85
way,466,85
government,467,14
0,467,85
falling,467,85
0,467,85
0,467,85
0,467,85
government,468,14
0,468,85
founded,468,85
0,468,85
0,468,85
0,468,85
0,469,85
0,469,85
structure,469,85
0,469,85
entire,469,85
structure,469,85
0,470,85
0,470,85
creation,470,85
0,470,85
of,470,85
wealth,470,14
0,471,85
0,471,85
creation,471,85
0,471,85
0,471,85
0,471,85
right,472,14
0,472,85
demolished,472,85
0,472,85
0,472,85
0,472,85
0,473,85
0,473,85
system,473,85
0,473,85
0,473,85
0,473,85
0,474,85
0,474,85
mainstay,474,85
0,474,85
traditional,474,85
mainstay,474,85
development,475,85
ground,475,85
provide,475,85
0,475,85
0,475,85
0,475,85
that,476,85
0,476,85
essential,476,85
0,476,85
0,476,85
0,476,85
that,477,85
0,477,85
essential,477,85
0,477,85
for,477,85
democracy,477,15
0,478,85
0,478,85
drought,478,85
0,478,85
of,478,85
voter,478,15
0,479,85
0,479,85
seed,479,85
0,479,85
Constitutional,479,15
seed,479,85
0,480,85
0,480,85
seed,480,85
0,480,85
0,480,85
0,480,85
democracy,481,15
0,481,85
garden,481,85
0,481,85
0,481,85
0,481,85
democracy,482,15
0,482,85
harvest,482,85
0,482,85
0,482,85
0,482,85
0,483,85
0,483,85
right,483,85
0,483,85
democracy,483,15
right,483,85
0,484,85
0,484,85
drought,484,85
0,484,85
0,484,85
0,484,85
0,485,85
0,485,85
protection,485,85
0,485,85
of,485,85
democracy,485,15
influence,486,85
process,486,15
blight,486,85
0,486,85
0,486,85
0,486,85
0,487,85
0,487,85
right,487,85
0,487,85
0,487,85
0,487,85
0,488,85
election,488,15
blight,488,85
0,488,85
0,488,85
0,488,85
Democracy,489,15
0,489,85
wilt,489,85
0,489,85
0,489,85
0,489,85
0,490,85
0,490,85
profit,490,85
0,490,85
0,490,85
0,490,85
0,491,85
0,491,85
profit,491,85
0,491,85
senior,491,85
profit,491,85
0,492,85
0,492,85
number,492,85
0,492,85
of,492,85
voter,492,15
they,493,85
0,493,85
became,493,85
0,493,85
As,493,85
wealth,493,15
0,494,85
0,494,85
protection,494,85
0,494,85
0,494,85
0,494,85
you,495,85
poverty,495,15
cultivate,495,85
0,495,85
0,495,85
0,495,85
they,496,85
0,496,85
became,496,85
0,496,85
in,496,85
style,496,85
0,497,85
0,497,85
seed,497,85
0,497,85
money,497,15
seed,497,85
0,498,85
0,498,85
number,498,85
0,498,85
0,498,85
0,498,85
0,499,85
0,499,85
growth,499,85
0,499,85
of,499,85
poverty,499,15
0,500,85
0,500,85
growth,500,85
0,500,85
0,500,85
0,500,85
0,501,85
0,501,85
harvest,501,85
0,501,85
income-generating,501,15
harvest,501,85
0,502,85
0,502,85
harvest,502,85
0,502,85
0,502,85
0,502,85
poor,503,15
0,503,85
blight,503,85
0,503,85
0,503,85
0,503,85
they,504,85
0,504,85
became,504,85
0,504,85
0,504,85
0,504,85
0,505,85
0,505,85
blight,505,85
0,505,85
of,505,85
taxation,505,15
Democracy,506,15
0,506,85
wilt,506,85
0,506,85
under,506,85
cover,506,85
0,507,85
0,507,85
rise,507,85
0,507,85
of,507,85
percent,507,85
that,508,85
wage,508,16
increased,508,85
0,508,85
0,508,85
0,508,85
0,509,85
0,509,85
rise,509,85
0,509,85
of,509,85
taxation,509,16
0,510,85
0,510,85
increase,510,85
0,510,85
0,510,85
0,510,85
it,511,85
rate,511,16
raised,511,85
0,511,85
to,511,85
level,511,85
wealthy,512,16
0,512,85
rose,512,85
0,512,85
0,512,85
0,512,85
0,513,85
0,513,85
Rise,513,85
0,513,85
0,513,85
0,513,85
0,514,85
firearm,514,16
proliferate,514,85
0,514,85
0,514,85
0,514,85
we,515,85
regulation,515,16
observed,515,85
0,515,85
0,515,85
0,515,85
0,516,85
0,516,85
increase,516,85
0,516,85
0,516,85
0,516,85
0,517,85
0,517,85
Repeal,517,85
0,517,85
rate,517,16
Repeal,517,85
0,518,85
0,518,85
Repeal,518,85
0,518,85
0,518,85
0,518,85
control,519,16
0,519,85
incremental,519,85
0,519,85
unavoidable,519,85
incremental,519,85
0,520,85
0,520,85
increase,520,85
0,520,85
0,520,85
0,520,85
0,521,85
income,521,16
increasing,521,85
0,521,85
0,521,85
0,521,85
control,522,16
0,522,85
incremental,522,85
0,522,85
0,522,85
0,522,85
Poverty,523,16
0,523,85
increase,523,85
0,523,85
0,523,85
0,523,85
0,524,85
0,524,85
rise,524,85
0,524,85
0,524,85
0,524,85
0,525,85
cartoonist,525,85
Dennis,525,85
0,525,85
from,525,85
poverty,525,16
wealth,526,16
level,526,85
increase,526,85
0,526,85
in,526,85
society,526,85
it,527,85
rate,527,16
raised,527,85
0,527,85
0,527,85
0,527,85
wealth,528,16
0,528,85
soared,528,85
0,528,85
during,528,85
period,528,85
0,529,85
0,529,85
growth,529,85
0,529,85
of,529,85
wealth,529,16
0,530,85
0,530,85
rise,530,85
0,530,85
from,530,85
poverty,530,16
0,531,85
0,531,85
rise,531,85
0,531,85
democracy,531,16
rise,531,85
which,532,85
tax,532,16
increased,532,85
0,532,85
0,532,85
0,532,85
0,533,85
0,533,85
rise,533,85
0,533,85
0,533,85
0,533,85
0,534,85
0,534,85
mobility,534,85
0,534,85
0,534,85
0,534,85
0,535,85
0,535,85
increase,535,85
0,535,85
inequality,535,16
increase,535,85
0,536,85
wage,536,16
increase,536,85
0,536,85
0,536,85
0,536,85
0,537,85
0,537,85
receipt,537,85
0,537,85
rate,537,16
receipt,537,85
0,538,85
0,538,85
rise,538,85
0,538,85
0,538,85
0,538,85
0,539,85
0,539,85
increase,539,85
0,539,85
social,539,85
increase,539,85
wealth,540,16
$,540,85
rose,540,85
0,540,85
from,540,85
$,540,85
we,541,85
regulation,541,16
observed,541,85
0,541,85
to,541,85
one,541,85
tax,542,16
0,542,85
increased,542,85
0,542,85
to,542,85
percent,542,85
tax,543,16
0,543,85
increased,543,85
0,543,85
0,543,85
0,543,85
tax,544,16
0,544,85
increased,544,85
0,544,85
from,544,85
7.25,544,85
tax,545,16
0,545,85
increased,545,85
0,545,85
Under,545,85
Proposition,545,85
0,546,85
inequality,546,16
rising,546,85
0,546,85
0,546,85
0,546,85
0,547,85
0,547,85
receipt,547,85
0,547,85
lower,547,85
receipt,547,85
0,548,85
0,548,85
growth,548,85
0,548,85
0,548,85
0,548,85
tax,549,16
0,549,85
go,549,85
0,549,85
0,549,85
0,549,85
0,550,85
0,550,85
earnings,550,85
0,550,85
0,550,85
0,550,85
0,551,85
bureaucracy,551,16
increase,551,85
0,551,85
0,551,85
0,551,85
0,552,85
0,552,85
CEOs,552,85
0,552,85
inequality,552,16
CEOs,552,85
0,553,85
firearm,553,16
proliferate,553,85
0,553,85
into,553,85
hand,553,85
it,554,85
rate,554,16
raised,554,85
0,554,85
least,554,85
raised,554,85
0,555,85
tax,555,16
boosting,555,85
0,555,85
by,555,85
percent,555,85
gun,556,16
0,556,85
go,556,85
0,556,85
in,556,85
price,556,85
0,557,85
tax,557,16
boosting,557,85
0,557,85
0,557,85
0,557,85
0,558,85
0,558,85
proliferation,558,85
0,558,85
gun,558,16
proliferation,558,85
wealth,559,16
$,559,85
rose,559,85
0,559,85
in,559,85
2012,559,85
wealth,560,16
$,560,85
rose,560,85
0,560,85
0,560,85
0,560,85
0,561,85
0,561,85
rise,561,85
0,561,85
above,561,85
society,561,85
0,562,85
0,562,85
proliferation,562,85
0,562,85
in,562,85
America,562,85
tax,563,16
percent,563,85
go,563,85
0,563,85
0,563,85
0,563,85
wealth,564,16
level,564,85
increase,564,85
0,564,85
0,564,85
0,564,85
0,565,85
0,565,85
receipt,565,85
0,565,85
total,565,85
receipt,565,85
0,566,85
0,566,85
proliferation,566,85
0,566,85
0,566,85
0,566,85
0,567,85
cartoonist,567,85
Dennis,567,85
0,567,85
0,567,85
0,567,85
0,568,85
0,568,85
receipt,568,85
0,568,85
total,568,85
receipt,568,85
0,569,85
0,569,85
receipt,569,85
0,569,85
0,569,85
0,569,85
rate,570,16
0,570,85
go,570,85
0,570,85
0,570,85
0,570,85
0,571,85
inequality,571,16
rising,571,85
0,571,85
0,571,85
0,571,85
0,572,85
0,572,85
increase,572,85
0,572,85
of,572,85
tax,572,16
government,573,16
tax,573,85
raise,573,85
0,573,85
0,573,85
0,573,85
wealthy,574,16
0,574,85
rose,574,85
0,574,85
from,574,85
rank,574,85
we,575,85
regulation,575,16
observed,575,85
0,575,85
a,575,85
source,575,85
This,576,85
0,576,85
summarizes,576,85
0,576,85
0,576,85
0,576,85
violence,577,16
0,577,85
increasing,577,85
0,577,85
0,577,85
0,577,85
0,578,85
0,578,85
rise,578,85
0,578,85
0,578,85
0,578,85
0,579,85
0,579,85
hat,579,85
0,579,85
0,579,85
0,579,85
0,580,85
0,580,85
pocket,580,85
0,580,85
extreme,580,85
pocket,580,85
0,581,85
0,581,85
brand,581,85
0,581,85
of,581,85
control,581,17
0,582,85
0,582,85
shoe,582,85
0,582,85
of,582,85
democracy,582,17
0,583,85
0,583,85
glove,583,85
0,583,85
of,583,85
democracy,583,17
0,584,85
right,584,17
stripping,584,85
0,584,85
0,584,85
0,584,85
0,585,85
0,585,85
pocket,585,85
0,585,85
of,585,85
poverty,585,17
0,586,85
0,586,85
belt,586,85
0,586,85
0,586,85
0,586,85
0,587,85
0,587,85
belt,587,85
0,587,85
0,587,85
0,587,85
0,588,85
0,588,85
belt,588,85
0,588,85
of,588,85
government,588,17
0,589,85
gun,589,17
provide,589,85
0,589,85
0,589,85
0,589,85
USA,590,85
democracy,590,17
wear,590,85
0,590,85
0,590,85
0,590,85
0,591,85
0,591,85
mantle,591,85
0,591,85
of,591,85
democracy,591,17
0,592,85
0,592,85
mantle,592,85
0,592,85
0,592,85
0,592,85
PUC,593,85
proposal,593,85
issue,593,85
0,593,85
0,593,85
0,593,85
0,594,85
0,594,85
skirt,594,85
0,594,85
0,594,85
0,594,85
0,595,85
0,595,85
skirt,595,85
0,595,85
of,595,85
government,595,17
0,596,85
gun,596,17
provide,596,85
0,596,85
to,596,85
interest,596,85
0,597,85
0,597,85
belt,597,85
0,597,85
of,597,85
democracy,597,17
style,598,85
0,598,85
imposed,598,85
0,598,85
upon,598,85
them,598,85
0,599,85
0,599,85
underwear,599,85
0,599,85
0,599,85
0,599,85
0,600,85
0,600,85
armor,600,85
0,600,85
0,600,85
0,600,85
0,601,85
0,601,85
hood,601,85
0,601,85
0,601,85
0,601,85
0,602,85
0,602,85
shoe,602,85
0,602,85
0,602,85
0,602,85
0,603,85
0,603,85
Pocket,603,85
0,603,85
of,603,85
Poverty,603,17
0,604,85
0,604,85
hat,604,85
0,604,85
right,604,17
hat,604,85
0,605,85
0,605,85
hood,605,85
0,605,85
of,605,85
platform,605,17
0,606,85
0,606,85
underwear,606,85
0,606,85
of,606,85
government,606,17
0,607,85
bureaucracy,607,17
push,607,85
0,607,85
0,607,85
0,607,85
0,608,85
bureaucracy,608,17
push,608,85
0,608,85
into,608,85
age,608,85
0,609,85
bureaucracy,609,17
reconfigure,609,85
0,609,85
0,609,85
0,609,85
0,610,85
0,610,85
brassiere,610,85
0,610,85
0,610,85
0,610,85
0,611,85
0,611,85
brassiere,611,85
0,611,85
of,611,85
regulation,611,17
style,612,85
0,612,85
imposed,612,85
0,612,85
democracy,612,17
imposed,612,85
style,613,85
0,613,85
imposed,613,85
0,613,85
0,613,85
0,613,85
0,614,85
0,614,85
armor,614,85
0,614,85
of,614,85
democracy,614,17
tax,615,18
people,615,85
oppress,615,85
0,615,85
0,615,85
0,615,85
you,616,85
0,616,85
Slave,616,85
0,616,85
Tax,616,18
Slave,616,85
0,617,85
0,617,85
chattel,617,85
0,617,85
0,617,85
0,617,85
0,618,85
0,618,85
slavery,618,85
0,618,85
bureaucratic,618,18
slavery,618,85
them,619,85
0,619,85
slave,619,85
0,619,85
0,619,85
0,619,85
them,620,85
0,620,85
slave,620,85
0,620,85
of,620,85
poverty,620,18
bureaucracy,621,18
business,621,85
oppresses,621,85
0,621,85
0,621,85
0,621,85
bureaucracy,622,18
society,622,85
dominates,622,85
0,622,85
0,622,85
0,622,85
0,623,85
0,623,85
slavery,623,85
0,623,85
0,623,85
0,623,85
0,624,85
0,624,85
bondage,624,85
0,624,85
of,624,85
government,624,18
0,625,85
0,625,85
democracy,625,18
0,625,85
0,625,85
0,625,85
0,626,85
0,626,85
dominance,626,85
0,626,85
of,626,85
firearm,626,18
0,627,85
0,627,85
force,627,85
0,627,85
0,627,85
0,627,85
0,628,85
0,628,85
chattel,628,85
0,628,85
government,628,18
chattel,628,85
you,629,85
voter,629,18
oppressed,629,85
0,629,85
0,629,85
0,629,85
0,630,85
0,630,85
force,630,85
0,630,85
registry,630,18
force,630,85
bureaucracy,631,18
society,631,85
dominates,631,85
0,631,85
more,631,85
dominates,631,85
0,632,85
0,632,85
dominance,632,85
0,632,85
0,632,85
0,632,85
0,633,85
0,633,85
chasm,633,85
0,633,85
0,633,85
0,633,85
0,634,85
0,634,85
type,634,85
0,634,85
of,634,85
poverty,634,19
0,635,85
0,635,85
chasm,635,85
0,635,85
of,635,85
democracy,635,19
0,636,85
0,636,85
sucked,636,85
0,636,85
into,636,85
poverty,636,19
0,637,85
0,637,85
chasm,637,85
0,637,85
global,637,85
chasm,637,85
0,638,85
0,638,85
chasm,638,85
0,638,85
wealth,638,19
chasm,638,85
0,639,85
0,639,85
domain,639,85
0,639,85
0,639,85
0,639,85
who,640,85
0,640,85
climbed,640,85
0,640,85
of,640,85
poverty,640,19
democracy,641,19
0,641,85
deepens,641,85
0,641,85
0,641,85
0,641,85
0,642,85
0,642,85
depth,642,85
0,642,85
0,642,85
0,642,85
0,643,85
0,643,85
depth,643,85
0,643,85
democratic,643,19
depth,643,85
Corporation,644,85
what,644,85
call,644,85
0,644,85
0,644,85
0,644,85
0,645,85
0,645,85
fell,645,85
0,645,85
into,645,85
poverty,645,19
0,646,85
0,646,85
percent,646,85
0,646,85
0,646,85
0,646,85
0,647,85
0,647,85
fell,647,85
0,647,85
0,647,85
0,647,85
0,648,85
0,648,85
well,648,85
0,648,85
0,648,85
0,648,85
0,649,85
0,649,85
well,649,85
0,649,85
of,649,85
poverty,649,19
many,650,85
0,650,85
fell,650,85
0,650,85
into,650,85
poverty,650,19
government,651,19
deficit,651,85
narrowed,651,85
0,651,85
With,651,85
introduction,651,85
that,652,85
0,652,85
control,652,19
0,652,85
in,652,85
country,652,85
0,653,85
0,653,85
abyss,653,85
0,653,85
control,653,19
abyss,653,85
0,654,85
0,654,85
abyss,654,85
0,654,85
0,654,85
0,654,85
government,655,19
deficit,655,85
narrowed,655,85
0,655,85
0,655,85
0,655,85
lot,656,85
0,656,85
get,656,85
0,656,85
of,656,85
poverty,656,19
who,657,85
0,657,85
climbed,657,85
0,657,85
during,657,85
year,657,85
0,658,85
0,658,85
crawl,658,85
0,658,85
of,658,85
poverty,658,19
0,659,85
0,659,85
type,659,85
0,659,85
0,659,85
0,659,85
government,660,19
0,660,85
emerge,660,85
0,660,85
from,660,85
state,660,85
Legislature,661,19
cut,661,85
deepens,661,85
0,661,85
0,661,85
0,661,85
Legislature,662,19
cut,662,85
deepens,662,85
0,662,85
to,662,85
service,662,85
0,663,85
0,663,85
pit,663,85
0,663,85
of,663,85
poverty,663,19
0,664,85
million,664,85
sink,664,85
0,664,85
into,664,85
poverty,664,19
0,665,85
0,665,85
depth,665,85
0,665,85
lowly,665,85
depth,665,85
Rani,666,85
way,666,85
climbed,666,85
0,666,85
of,666,85
poverty,666,19
government,667,19
0,667,85
emerge,667,85
0,667,85
0,667,85
0,667,85
lot,668,85
0,668,85
get,668,85
0,668,85
0,668,85
0,668,85
0,669,85
0,669,85
chasm,669,85
0,669,85
0,669,85
0,669,85
0,670,85
0,670,85
pit,670,85
0,670,85
0,670,85
0,670,85
0,671,85
0,671,85
hole,671,85
0,671,85
poverty,671,19
hole,671,85
0,672,85
0,672,85
depth,672,85
0,672,85
of,672,85
Internet,672,85
who,673,85
0,673,85
climbed,673,85
0,673,85
of,673,85
poverty,673,19
who,674,85
0,674,85
climbed,674,85
0,674,85
0,674,85
0,674,85
0,675,85
them,675,85
pushing,675,85
0,675,85
0,675,85
0,675,85
0,676,85
0,676,85
sucked,676,85
0,676,85
0,676,85
0,676,85
0,677,85
0,677,85
pit,677,85
0,677,85
0,677,85
0,677,85
that,678,85
0,678,85
control,678,19
0,678,85
0,678,85
0,678,85
Rani,679,85
way,679,85
climbed,679,85
0,679,85
0,679,85
0,679,85
0,680,85
0,680,85
depth,680,85
0,680,85
0,680,85
0,680,85
0,681,85
0,681,85
hole,681,85
0,681,85
0,681,85
0,681,85
0,682,85
0,682,85
depth,682,85
0,682,85
of,682,85
poor,682,19
0,683,85
0,683,85
percent,683,85
0,683,85
9.2,683,85
percent,683,85
0,684,85
0,684,85
crawl,684,85
