tref,subj,dobj,syn,verb,iobj,obl1,obl2,label
Wealth_Inequality1,Wealth_Inequality1,World,[advmod  nsubj  aux  dobj  cc  conj],Wrecking,0,0,0,14
democracy1,0,0,[det  compound  nmod],block,0,for,democracy1,14
election1,0,0,[case  det  nmod],threshold,0,of,election1,14
democracy1,0,democracy1,[mark  dobj],construct,0,0,0,14
tariffs1,0,0,[case  det  amod  nmod],structure,0,0,0,14
administrative1,0,0,[amod],support,0,administrative1,support,14
administrative1,0,0,[amod],support,0,0,0,14
poverty1,0,0,[det  nmod],pillar,0,of,poverty1,14
democracy1,0,0,[det  amod  compound  nmod],people,0,0,0,14
government1,0,0,[det  amod],propping,0,government1,propping,14
government1,government1,0,[nmod  nsubj  cop  det  amod  amod  amod  dep],institution,0,For,people,14
people1,0,0,[det  nmod],home,0,0,0,14
self-government1,0,0,[case  amod  amod],structure,0,self-government1,structure,14
red_tape1,0,0,[case  det  nmod],demolition,0,0,0,14
government_regulations1,0,0,[amod  nmod  acl:relcl],support,0,for,government_regulations1,14
bureaucratic1,0,0,[det  amod  amod],base,0,long-term,base,14
government1,government1,0,[nsubjpass  auxpass  nmod],founded,0,on,principle,14
bureaucratic1,0,0,[det  amod  amod],base,0,0,0,14
Constitution1,0,0,[case  det  nmod  cc  conj],blueprint,0,0,0,14
democracy1,democracy1,capital,[advmod  nsubj  dobj  nmod],underpins,0,to,shock,14
democracy1,democracy1,itself,[mark  nsubj  dobj],installs,0,0,0,14
tariffs1,0,tariffs1,[mark  dobj],erecting,0,0,0,14
democracy1,It,0,[nsubj  cop  nmod],foundational,0,0,0,14
poverty1,0,0,[det  amod  nmod],threshold,0,poverty1,threshold,14
government1,0,0,[det  amod],propping,0,0,0,14
poverty1,0,0,[det  amod  nmod],threshold,0,0,0,14
democracy1,0,0,[amod  amod  dep],underpins,0,0,0,14
tax1,0,0,[det  amod],shelter,0,tax1,shelter,14
political1,0,political1,[dobj],seeking,0,0,0,14
taxes1,taxes1,Government,[nsubj  dobj],support,0,0,0,14
property_tax1,0,0,[case  det  amod  compound],tax,0,property_tax1,tax,14
wealth1,0,0,[case  nummod],Anglo-American,0,0,0,14
progressive_tax1,0,0,[det  amod  amod  cc  conj],structure,0,progressive_tax1,structure,14
people1,0,0,[det  nmod],home,0,of,people1,14
representative_democracy1,0,0,[nmod],institution,0,0,0,14
representative_democracy1,0,0,[nmod],institution,0,of,representative_democracy1,14
caucus1,0,caucus1,[mark  compound:prt  dobj],set,0,0,0,14
Legislature1,Legislature1,0,[nsubj  nmod  nmod],bulldozed,0,0,0,14
democracy1,0,0,[det  compound  nmod],block,0,0,0,14
property_tax1,0,0,[case  det  amod  compound],tax,0,0,0,14
universal_suffrage1,0,0,[case  det  nmod],framework,0,0,0,14
gun_control1,gun_control1,0,[nsubj  compound:prt  nmod],creates,0,of,air,14
democracy1,0,0,[det  nmod],architecture,0,0,0,14
gun_control1,gun_control1,0,[nsubj  compound:prt  nmod],creates,0,0,0,14
Constitution1,0,0,[case  det  nmod  cc  conj],blueprint,0,of,Constitution1,14
income_tax1,0,0,[det  advmod  amod  amod],structure,0,income_tax1,structure,14
democracy1,democracy1,capital,[advmod  nsubj  dobj  nmod],underpins,0,0,0,14
gun_ownership1,you,0,[nsubj  dep],support,0,0,0,14
money1,money1,0,[cc  advcl  nsubj  aux  advmod  compound:prt  xcomp],build,0,0,0,14
democracy1,0,0,[det  nmod],architecture,0,of,democracy1,14
progressive_tax1,0,0,[det  amod  amod  cc  conj],structure,0,heavy,structure,14
progressive_tax1,0,0,[det  amod  amod  cc  conj],structure,0,0,0,14
income_tax1,0,0,[det  advmod  amod  amod],structure,0,0,0,14
taxes1,taxes1,church,[nsubj  dobj],support,0,0,0,14
income_tax1,0,0,[det  compound  compound  compound  det  amod  case  det  compound],system,0,income_tax1,system,14
Legislature1,Legislature1,0,[nsubj  nmod  nmod],bulldozed,0,to,scheme,14
government1,government1,0,[nmod  nsubj  cop  det  amod  amod  amod  dep],institution,0,0,0,14
democracy1,0,0,[amod  amod  dep],underpins,0,democracy1,underpins,14
universal_suffrage1,0,0,[case  det  nmod],framework,0,of,universal_suffrage1,14
government_regulations1,0,0,[amod  nmod  acl:relcl],support,0,strong,support,14
democracy1,It,0,[nsubj  cop  nmod],foundational,0,to,democracy1,14
tax1,0,0,[det  amod],shelter,0,0,0,14
Democracy1,Democracy1,Secretary,[nsubj  aux  dobj],supporting,0,0,0,14
gun_control1,0,gun_control1,[mark  mark  dobj],create,0,0,0,14
guns1,which,0,[nsubjpass  auxpass  nmod],supported,0,0,0,14
election1,0,election1,[mark  dobj  nmod],frame,0,a,choice,14
election1,0,election1,[mark  dobj  nmod],frame,0,0,0,14
government1,government1,0,[nmod  nsubj  cop  det  amod  amod  amod  dep],institution,0,distant,institution,14
poverty1,poverty1,0,[mark  nsubj  advmod],creates,0,0,0,14
property_taxes1,0,0,[advmod  case  det  amod  nmod],mainstay,0,0,0,14
democracy1,0,0,[det  amod  compound  nmod],people,0,democracy1,people,14
wealth1,people,wealth1,[nsubj  aux  dobj],built,0,0,0,14
democracy1,0,democracy1,[mark  dobj],underly,0,0,0,14
poverty1,0,0,[det  amod  nmod],threshold,0,of,Nigeria,14
gun_rights1,I,gun_rights1,[advmod  nsubj  dobj  cc  conj],support,0,0,0,14
Wealth1,Foundation,0,[cop  nsubj  dep],What,0,0,0,14
self-government1,0,0,[case  amod  amod],structure,0,centralised,structure,14
government_regulations1,0,0,[amod  nmod  acl:relcl],support,0,0,0,14
democracy1,0,democracy1,[aux  dobj],created,0,0,0,14
self-government1,0,0,[case  amod  amod],structure,0,0,0,14
taxes1,0,taxes1,[mark  dobj  nmod  advcl],structure,0,in,way,14
government1,government1,0,[advmod  nsubj  aux  advmod],falling,0,0,0,14
government1,government1,0,[nsubjpass  auxpass  nmod],founded,0,0,0,14
tariffs1,0,0,[case  det  amod  nmod],structure,0,entire,structure,14
wealth1,0,0,[advmod  advmod  advcl  expl  aux  cop  nmod],creation,0,of,wealth1,14
wealth1,0,0,[advmod  advmod  advcl  expl  aux  cop  nmod],creation,0,0,0,14
gun_rights1,gun_rights1,0,[dep  advmod  nsubjpass  aux  auxpass  advmod],demolished,0,0,0,14
income_tax1,0,0,[det  compound  compound  compound  det  amod  case  det  compound],system,0,0,0,14
property_taxes1,0,0,[advmod  case  det  amod  nmod],mainstay,0,traditional,mainstay,14
democracy1,development,ground,[mark  nsubj  aux  dobj  nmod],provide,0,0,0,15
democracy1,that,0,[nsubj  cop  nmod],essential,0,0,0,15
democracy1,that,0,[nsubj  cop  nmod],essential,0,for,democracy1,15
voters1,0,0,[det  nmod],drought,0,of,voters1,15
Constitutional1,0,0,[det  amod],seed,0,Constitutional1,seed,15
Constitutional1,0,0,[det  amod],seed,0,0,0,15
democracy1,democracy1,0,[mark  nsubj  cop  det  cc  conj],garden,0,0,0,15
democracy1,democracy1,0,[advmod  nsubj  ccomp],harvest,0,0,0,15
democracy1,0,0,[case  amod  amod],right,0,democracy1,right,15
voters1,0,0,[det  nmod],drought,0,0,0,15
democracy1,0,0,[det  cc  conj  nmod  acl:relcl],protection,0,of,democracy1,15
democratic_processes1,influence,democratic_processes1,[nsubj  dobj],blight,0,0,0,15
democracy1,0,0,[case  amod  amod],right,0,0,0,15
elections1,0,elections1,[mark  dobj  advcl],blight,0,0,0,15
Democracy1,Democracy1,0,[nsubj  nmod],wilt,0,0,0,15
management1,0,0,[amod  amod  compound],profit,0,0,0,15
management1,0,0,[amod  amod  compound],profit,0,senior,profit,15
voters1,0,0,[case  det  amod  nmod],number,0,of,voters1,15
wealth1,they,0,[nmod  nsubj  xcomp  nmod],became,0,As,wealth1,15
democracy1,0,0,[det  cc  conj  nmod  acl:relcl],protection,0,0,0,15
poverty1,you,poverty1,[mark  nsubj  dobj],cultivate,0,0,0,15
wealth1,they,0,[nmod  nsubj  xcomp  nmod],became,0,in,style,15
money1,0,0,[amod],seed,0,money1,seed,15
voters1,0,0,[case  det  amod  nmod],number,0,0,0,15
poverty1,0,0,[case  det  nmod],growth,0,of,poverty1,15
poverty1,0,0,[case  det  nmod],growth,0,0,0,15
income-generating1,0,0,[case  det  amod],harvest,0,income-generating1,harvest,15
income-generating1,0,0,[case  det  amod],harvest,0,0,0,15
being_poor1,being_poor1,0,[advmod  nsubj  cop  det],blight,0,0,0,15
wealth1,they,0,[nmod  nsubj  xcomp  nmod],became,0,0,0,15
taxation1,0,0,[case  det  nmod],blight,0,of,taxation1,15
Democracy1,Democracy1,0,[nsubj  nmod],wilt,0,under,cover,15
tariff1,0,0,[det  compound  amod  nmod],rise,0,of,percent,16
minimum_wage1,that,minimum_wage1,[nsubj  dobj  cc  conj],increased,0,0,0,16
taxation1,0,0,[nmod],rise,0,of,taxation1,16
inequalities1,0,0,[case  amod  amod],increase,0,0,0,16
tax_rate1,it,tax_rate1,[mark  nsubj  dobj  advmod  dep  nmod  dep],raised,0,to,level,16
wealthy1,wealthy1,0,[advmod  nsubj  nmod  advmod],rose,0,0,0,16
Government1,0,0,[det  nmod],Rise,0,0,0,16
firearms1,0,firearms1,[mark  dobj  nmod],proliferate,0,0,0,16
government_regulations1,we,government_regulations1,[nmod  nsubj  aux  dobj  nmod  nmod],observed,0,0,0,16
wealth1,0,0,[nmod:poss  amod],increase,0,0,0,16
corporate_tax_rate1,0,0,[det  compound  amod],Repeal,0,corporate_tax_rate1,Repeal,16
corporate_tax_rate1,0,0,[det  compound  amod],Repeal,0,0,0,16
gun_control1,gun_control1,0,[nsubj  cop  ccomp],incremental,0,unavoidable,incremental,16
taxes1,0,0,[nmod],increase,0,0,0,16
income1,0,income1,[mark  dobj  cc  conj],increasing,0,0,0,16
gun_control1,gun_control1,0,[nsubj  cop  ccomp],incremental,0,0,0,16
Poverty1,Poverty1,0,[nsubj  aux  cc  conj],increase,0,0,0,16
theocracy1,0,0,[nummod],rise,0,0,0,16
poverty1,0,cartoonist,[mark  dobj  nmod  nmod],Dennis,0,from,poverty1,16
wealth1,wealth1,level,[advmod  nsubj  advmod  dobj  nmod],increase,0,in,society,16
tax_rate1,it,tax_rate1,[mark  nsubj  dobj  advmod  dep  nmod  dep],raised,0,0,0,16
personal_wealth1,personal_wealth1,0,[nsubj  nmod],soared,0,during,period,16
wealth1,0,0,[det  amod  nmod],growth,0,of,wealth1,16
poverty1,0,0,[mark  nmod],rise,0,from,poverty1,16
democracy1,0,0,[advmod  advmod  amod  nmod],rise,0,democracy1,rise,16
gasoline_taxes1,which,gasoline_taxes1,[nsubj  aux  advmod  dobj],increased,0,0,0,16
democracy1,0,0,[advmod  advmod  amod  nmod],rise,0,0,0,16
the_poor1,0,0,[det  amod  nmod],mobility,0,0,0,16
inequalities1,0,0,[case  amod  amod],increase,0,inequalities1,increase,16
minimum_wage1,0,minimum_wage1,[advmod  dobj],increase,0,0,0,16
tax_rates1,0,0,[amod  dep  cc  conj  case  amod  amod  compound  compound  cc  conj  cc  conj  amod],receipt,0,tax_rates1,receipt,16
poverty1,0,0,[mark  nmod],rise,0,0,0,16
inequalities1,0,0,[case  amod  amod],increase,0,social,increase,16
wealth1,wealth1,$,[nsubj  dobj  nmod  nmod],rose,0,from,$,16
government_regulations1,we,government_regulations1,[nmod  nsubj  aux  dobj  nmod  nmod],observed,0,to,one,16
sales_tax1,sales_tax1,0,[nmod  nsubj  nmod  nmod  advcl],increased,0,to,percent,16
sales_tax1,sales_tax1,0,[nmod  nsubj  nmod  nmod  advcl],increased,0,0,0,16
sales_tax1,sales_tax1,0,[nmod  nsubj  nmod  nmod  advcl],increased,0,from,7.25,16
sales_tax1,sales_tax1,0,[nmod  nsubj  nmod  nmod  advcl],increased,0,Under,Proposition,16
inequality1,0,inequality1,[mark  dobj],rising,0,0,0,16
tax_rates1,0,0,[amod  dep  cc  conj  case  amod  amod  compound  compound  cc  conj  cc  conj  amod],receipt,0,lower,receipt,16
wealth1,0,0,[det  amod  nmod],growth,0,0,0,16
income_tax1,income_tax1,0,[nsubj  compound:prt],go,0,0,0,16
tax_benefits1,0,0,[amod  compound  dep  case  acl],earnings,0,0,0,16
bureaucracy1,0,bureaucracy1,[mark  csubj  aux  advmod  dobj  dep],increase,0,0,0,16
inequality1,0,0,[case  amod],CEOs,0,inequality1,CEOs,16
firearms1,0,firearms1,[mark  dobj  nmod],proliferate,0,into,hand,16
tax_rate1,it,tax_rate1,[mark  nsubj  dobj  advmod  dep  nmod  dep],raised,0,least,raised,16
personal_income_taxes1,0,personal_income_taxes1,[dobj  nmod],boosting,0,by,percent,16
guns1,guns1,0,[nsubj  aux  compound:prt  nmod],go,0,in,price,16
personal_income_taxes1,0,personal_income_taxes1,[dobj  nmod],boosting,0,0,0,16
gun1,0,0,[case  amod  nmod],proliferation,0,gun1,proliferation,16
wealth1,wealth1,$,[nsubj  dobj  nmod  nmod],rose,0,in,2012,16
wealth1,wealth1,$,[nsubj  dobj  nmod  nmod],rose,0,0,0,16
democracy1,0,0,[advmod  advmod  amod  nmod],rise,0,above,society,16
gun1,0,0,[case  amod  nmod],proliferation,0,in,America,16
property_taxes1,property_taxes1,percent,[nsubj  aux  compound:prt  dobj],go,0,0,0,16
wealth1,wealth1,level,[advmod  nsubj  advmod  dobj  nmod],increase,0,0,0,16
tax_rates1,0,0,[amod  dep  cc  conj  case  amod  amod  compound  compound  cc  conj  cc  conj  amod],receipt,0,total,receipt,16
gun1,0,0,[case  amod  nmod],proliferation,0,0,0,16
poverty1,0,cartoonist,[mark  dobj  nmod  nmod],Dennis,0,0,0,16
tax_rates1,0,0,[amod  dep  cc  conj  case  amod  amod  compound  compound  cc  conj  cc  conj  amod],receipt,0,total,receipt,16
tax_rates1,0,0,[amod  dep  cc  conj  case  amod  amod  compound  compound  cc  conj  cc  conj  amod],receipt,0,0,0,16
tax_rate1,tax_rate1,0,[mark  nsubj  compound:prt],go,0,0,0,16
inequality1,0,inequality1,[mark  dobj],rising,0,0,0,16
taxes1,0,0,[nmod],increase,0,of,taxes1,16
government1,government1,tax,[nsubj  aux  neg  dobj  advcl  parataxis],raise,0,0,0,16
wealthy1,wealthy1,0,[advmod  nsubj  nmod  advmod],rose,0,from,rank,16
government_regulations1,we,government_regulations1,[nmod  nsubj  aux  dobj  nmod  nmod],observed,0,a,source,16
poverty1,This,0,[nsubj  ccomp  dep],summarizes,0,0,0,16
gun_violence1,gun_violence1,0,[mark  nsubj  aux],increasing,0,0,0,16
taxation1,0,0,[nmod],rise,0,0,0,16
bureaucracy1,0,0,[case  det  nmod],hat,0,0,0,17
poverty1,0,0,[amod  nmod],pocket,0,extreme,pocket,17
gun_control1,0,0,[nmod:poss  nmod],brand,0,of,gun_control1,17
democracy1,0,0,[nmod:poss  compound  nmod],shoe,0,of,democracy1,17
democracy1,0,0,[advmod  case  det  compound  nmod],glove,0,of,democracy1,17
gun_rights1,0,gun_rights1,[dobj],stripping,0,0,0,17
poverty1,0,0,[amod  nmod],pocket,0,of,poverty1,17
democracy1,0,0,[case  det  nmod],belt,0,0,0,17
government1,0,0,[det  nmod],belt,0,0,0,17
government1,0,0,[det  nmod],belt,0,of,government1,17
guns1,0,guns1,[mark  dobj  nmod],provide,0,0,0,17
democracy1,USA,democracy1,[nsubj  dobj  nmod],wear,0,0,0,17
democracy1,0,0,[case  det  nmod],mantle,0,of,democracy1,17
democracy1,0,0,[case  det  nmod],mantle,0,0,0,17
establish1,PUC,proposal,[nsubj  dobj  advcl],issue,0,0,0,17
government1,0,0,[case  det  nmod],skirt,0,0,0,17
government1,0,0,[case  det  nmod],skirt,0,of,government1,17
guns1,0,guns1,[mark  dobj  nmod],provide,0,to,interest,17
democracy1,0,0,[case  det  nmod],belt,0,of,democracy1,17
democracy1,style,0,[nsubj  dep  nmod],imposed,0,upon,them,17
government1,0,0,[case  det  nmod],underwear,0,0,0,17
democracy1,0,0,[case  det  nmod  advmod],armor,0,0,0,17
platforms1,0,0,[case  det  nmod],hood,0,0,0,17
democracy1,0,0,[nmod:poss  compound  nmod],shoe,0,0,0,17
Poverty1,0,0,[case  det  nmod],Pocket,0,of,Poverty1,17
gun_rights1,0,0,[nmod:poss  amod],hat,0,gun_rights1,hat,17
platforms1,0,0,[case  det  nmod],hood,0,of,platforms1,17
government1,0,0,[case  det  nmod],underwear,0,of,government1,17
bureaucracy1,0,bureaucracy1,[mark  dobj  nmod],push,0,0,0,17
bureaucracy1,0,bureaucracy1,[mark  dobj  nmod],push,0,into,age,17
bureaucracy1,0,bureaucracy1,[mark  dobj],reconfigure,0,0,0,17
government_regulation1,0,0,[case  det  nmod],brassiere,0,0,0,17
government_regulation1,0,0,[case  det  nmod],brassiere,0,of,government_regulation1,17
democracy1,style,0,[nsubj  dep  nmod],imposed,0,democracy1,imposed,17
democracy1,style,0,[nsubj  dep  nmod],imposed,0,0,0,17
democracy1,0,0,[case  det  nmod  advmod],armor,0,of,democracy1,17
taxes1,taxes1,people,[mark  nsubj  dobj],oppress,0,0,0,18
Tax1,you,0,[advmod  mark  nsubj  cop  det  amod],Slave,0,Tax1,Slave,18
government1,0,0,[det  amod],chattel,0,0,0,18
bureaucratic1,0,0,[amod],slavery,0,bureaucratic1,slavery,18
poverty1,them,0,[nsubj  det  nmod],slave,0,0,0,18
poverty1,them,0,[nsubj  det  nmod],slave,0,of,poverty1,18
bureaucracy1,bureaucracy1,business,[nsubj  dobj],oppresses,0,0,0,18
bureaucracy1,bureaucracy1,society,[dep  nsubj  dobj],dominates,0,0,0,18
bureaucratic1,0,0,[amod],slavery,0,0,0,18
government1,0,0,[case  det  nmod],bondage,0,of,government1,18
democracy1,0,0,[mark  cop  det  amod  acl],democracy1,0,0,0,18
firearms1,0,0,[nmod],dominance,0,of,firearms1,18
gun_registry1,0,0,[compound  amod  acl],force,0,0,0,18
government1,0,0,[det  amod],chattel,0,government1,chattel,18
voters1,you,voters1,[nsubj  dobj],oppressed,0,0,0,18
gun_registry1,0,0,[compound  amod  acl],force,0,gun_registry1,force,18
bureaucracy1,bureaucracy1,society,[dep  nsubj  dobj],dominates,0,more,dominates,18
firearms1,0,0,[nmod],dominance,0,0,0,18
wealth1,0,0,[advmod  det  amod],chasm,0,0,0,19
poverty1,0,0,[cc  conj  nmod  acl],type,0,of,poverty1,19
democracy1,0,0,[case  det  amod  nmod],chasm,0,of,democracy1,19
poverty1,0,0,[auxpass  nmod],sucked,0,into,poverty1,19
democracy1,0,0,[case  det  amod  nmod],chasm,0,global,chasm,19
wealth1,0,0,[advmod  det  amod],chasm,0,wealth1,chasm,19
taxation1,0,0,[case  det  nmod],domain,0,0,0,19
poverty1,who,0,[nsubj  aux  compound:prt  nmod  nmod],climbed,0,of,poverty1,19
democracy1,democracy1,0,[advcl  nsubj],deepens,0,0,0,19
democratic1,0,0,[case  det  amod  nmod],depth,0,0,0,19
democratic1,0,0,[case  det  amod  nmod],depth,0,democratic1,depth,19
poverty1,Corporation,what,[mark  dobj  nsubj  dobj  advcl],call,0,0,0,19
poverty1,0,0,[advmod  nmod],fell,0,into,poverty1,19
poverty1,0,0,[case  amod  cc  conj  case  nummod],percent,0,0,0,19
poverty1,0,0,[advmod  nmod],fell,0,0,0,19
poverty1,0,0,[advmod  case  det  nmod],well,0,0,0,19
poverty1,0,0,[advmod  case  det  nmod],well,0,of,poverty1,19
poverty1,many,0,[nsubj  nmod],fell,0,into,poverty1,19
government1,government1,deficit,[nmod  nsubj  advmod  dobj  cc  conj  nmod],narrowed,0,With,introduction,19
gun_control1,that,0,[nsubj  cop  nmod],gun_control1,0,in,country,19
gun_control1,0,0,[case  det  amod],abyss,0,gun_control1,abyss,19
gun_control1,0,0,[case  det  amod],abyss,0,0,0,19
government1,government1,deficit,[nmod  nsubj  advmod  dobj  cc  conj  nmod],narrowed,0,0,0,19
poverty1,lot,0,[nsubj  compound:prt  nmod],get,0,of,poverty1,19
poverty1,who,0,[nsubj  aux  compound:prt  nmod  nmod],climbed,0,during,year,19
poverty1,0,0,[mark  compound:prt  nmod],crawl,0,of,poverty1,19
poverty1,0,0,[cc  conj  nmod  acl],type,0,0,0,19
government1,government1,0,[aux  nsubj  nmod],emerge,0,from,state,19
Legislature1,Legislature1,cut,[mark  nsubj  dobj  nmod],deepens,0,0,0,19
Legislature1,Legislature1,cut,[mark  nsubj  dobj  nmod],deepens,0,to,service,19
poverty1,0,0,[case  det  nmod],pit,0,of,poverty1,19
poverty1,0,million,[mark  csubj  aux  dobj  nmod],sink,0,into,poverty1,19
poor1,0,0,[case  det  amod  nmod],depth,0,lowly,depth,19
poverty1,Rani,way,[nsubj  dobj  compound:prt  nmod  cc  conj  conj],climbed,0,of,poverty1,19
government1,government1,0,[aux  nsubj  nmod],emerge,0,0,0,19
poverty1,lot,0,[nsubj  compound:prt  nmod],get,0,0,0,19
democracy1,0,0,[case  det  amod  nmod],chasm,0,0,0,19
gun_control1,0,0,[case  det  amod  nmod],pit,0,0,0,19
poverty1,0,0,[det  amod],hole,0,poverty1,hole,19
democratic1,0,0,[case  det  amod  nmod],depth,0,of,Internet,19
poverty1,who,0,[nsubj  aux  compound:prt  nmod  nmod],climbed,0,of,poverty1,19
poverty1,who,0,[nsubj  aux  compound:prt  nmod  nmod],climbed,0,0,0,19
poverty1,0,them,[mark  dobj  nmod],pushing,0,0,0,19
poverty1,0,0,[auxpass  nmod],sucked,0,0,0,19
poverty1,0,0,[case  det  nmod],pit,0,0,0,19
gun_control1,that,0,[nsubj  cop  nmod],gun_control1,0,0,0,19
poverty1,Rani,way,[nsubj  dobj  compound:prt  nmod  cc  conj  conj],climbed,0,0,0,19
being_poor1,0,0,[det  nmod],depth,0,0,0,19
tax1,0,0,[nmod:poss  amod  amod],hole,0,0,0,19
being_poor1,0,0,[det  nmod],depth,0,of,being_poor1,19
poverty1,0,0,[case  amod  cc  conj  case  nummod],percent,0,9.2,percent,19
poverty1,0,0,[mark  compound:prt  nmod],crawl,0,0,0,19
taxes1,0,0,[case  det  amod  nmod],hole,0,0,0,19
taxes1,0,0,[case  det  amod  nmod],hole,0,black,hole,19
tax1,0,0,[amod  amod  cc  conj],flexibility,0,tax1,flexibility,20
elections1,0,elections1,[mark  dobj  nmod],manipulate,0,for,gain,20
elections1,0,elections1,[mark  dobj  nmod],manipulate,0,0,0,20
bureaucratic1,0,0,[case  amod],inflexibility,0,0,0,20
tax1,0,0,[amod  amod  cc  conj],flexibility,0,significant,flexibility,20
tax1,0,0,[amod  amod  cc  conj],flexibility,0,0,0,20
bureaucratic1,0,0,[amod],rigidity,0,bureaucratic1,rigidity,20
bureaucratic1,0,0,[amod],rigidity,0,0,0,20
bureaucratic1,0,0,[case  amod],inflexibility,0,bureaucratic1,inflexibility,20
governments1,governments1,rate,[advmod  nsubj  dobj],manipulate,0,0,0,20
tax_reform1,who,tax_reform1,[nsubj  aux  dobj],resist,0,0,0,20
the_Poor1,0,0,[nmod:poss  dep],IRS,0,'s,Bush,20
vote1,0,0,[case  det  amod  nmod],manipulation,0,fraudulent,manipulation,20
vote1,0,0,[case  det  amod  nmod],manipulation,0,of,vote1,20
government1,government1,justice,[mark  nsubj  aux  dobj  nmod],manipulated,0,by,law,20
